KO_id	modules
KO:K14076	M00098
KO:K14080	M00356
KO:K14081	M00356
KO:K14082	M00563
KO:K14083	M00563
KO:K14084	M00563
KO:K14085	M00030
KO:K14085	M00032
KO:K14085	M00135
KO:K14132	M00786
KO:K14134	M00786
KO:K14138	M00377
KO:K14152	M00026
KO:K14153	M00127
KO:K14154	M00127
KO:K14156	M00090
KO:K14156	M00092
KO:K14157	M00032
KO:K14159	M00260
KO:K14163	M00121
KO:K14163	M00359
KO:K14164	M00360
KO:K14170	M00024
KO:K14170	M00025
KO:K14187	M00024
KO:K14187	M00025
KO:K14188	M00725
KO:K14190	M00114
KO:K14205	M00726
KO:K14249	M00778
KO:K14250	M00778
KO:K14251	M00780
KO:K14252	M00780
KO:K14253	M00780
KO:K14254	M00780
KO:K14255	M00780
KO:K14256	M00780
KO:K14263	M00038
KO:K14267	M00016
KO:K14272	M00171
KO:K14272	M00532
KO:K14285	M00430
KO:K14295	M00427
KO:K14296	M00427
KO:K14297	M00427
KO:K14298	M00427
KO:K14299	M00427
KO:K14300	M00427
KO:K14301	M00427
KO:K14302	M00427
KO:K14303	M00427
KO:K14304	M00427
KO:K14305	M00427
KO:K14306	M00427
KO:K14307	M00427
KO:K14308	M00427
KO:K14309	M00427
KO:K14310	M00427
KO:K14311	M00427
KO:K14312	M00427
KO:K14313	M00427
KO:K14314	M00427
KO:K14315	M00427
KO:K14316	M00427
KO:K14317	M00427
KO:K14318	M00427
KO:K14319	M00427
KO:K14320	M00427
KO:K14321	M00427
KO:K14323	M00430
KO:K14324	M00430
KO:K14325	M00430
KO:K14326	M00430
KO:K14327	M00430
KO:K14328	M00430
KO:K14366	M00774
KO:K14367	M00774
KO:K14368	M00774
KO:K14369	M00774
KO:K14370	M00774
KO:K14371	M00777
KO:K14372	M00777
KO:K14373	M00777
KO:K14374	M00777
KO:K14375	M00777
KO:K14446	M00373
KO:K14447	M00373
KO:K14448	M00373
KO:K14449	M00373
KO:K14449	M00376
KO:K14449	M00740
KO:K14451	M00373
KO:K14452	M00098
KO:K14454	M00170
KO:K14454	M00171
KO:K14455	M00170
KO:K14455	M00171
KO:K14456	M00089
KO:K14465	M00374
KO:K14465	M00375
KO:K14466	M00375
KO:K14467	M00374
KO:K14468	M00376
KO:K14469	M00376
KO:K14470	M00376
KO:K14471	M00376
KO:K14472	M00376
KO:K14505	M00692
KO:K14534	M00374
KO:K14534	M00375
KO:K14578	M00534
KO:K14578	M00638
KO:K14579	M00534
KO:K14580	M00534
KO:K14581	M00534
KO:K14581	M00638
KO:K14582	M00534
KO:K14583	M00534
KO:K14584	M00534
KO:K14585	M00534
KO:K14594	M00372
KO:K14626	M00779
KO:K14627	M00779
KO:K14628	M00779
KO:K14629	M00779
KO:K14630	M00779
KO:K14631	M00779
KO:K14632	M00779
KO:K14652	M00125
KO:K14657	M00664
KO:K14658	M00664
KO:K14659	M00664
KO:K14666	M00664
KO:K14674	M00089
KO:K14674	M00098
KO:K14675	M00098
KO:K14677	M00028
KO:K14681	M00028
KO:K14681	M00029
KO:K14682	M00028
KO:K14721	M00181
KO:K14727	M00568
KO:K14756	M00014
KO:K14756	M00129
KO:K14940	M00378
KO:K14941	M00378
KO:K14974	M00622
KO:K14978	M00663
KO:K14979	M00663
KO:K14980	M00520
KO:K14981	M00520
KO:K14982	M00521
KO:K14983	M00521
KO:K14986	M00524
KO:K14987	M00524
KO:K14988	M00522
KO:K14989	M00522
KO:K15011	M00523
KO:K15012	M00523
KO:K15013	M00086
KO:K15016	M00374
KO:K15016	M00375
KO:K15017	M00374
KO:K15017	M00375
KO:K15018	M00375
KO:K15019	M00375
KO:K15020	M00375
KO:K15022	M00377
KO:K15023	M00377
KO:K15024	M00579
KO:K15036	M00375
KO:K15036	M00741
KO:K15037	M00375
KO:K15037	M00741
KO:K15038	M00374
KO:K15038	M00375
KO:K15039	M00375
KO:K15052	M00376
KO:K15053	M00412
KO:K15226	M00040
KO:K15227	M00040
KO:K15230	M00173
KO:K15231	M00173
KO:K15232	M00173
KO:K15233	M00173
KO:K15234	M00173
KO:K15357	M00622
KO:K15365	M00414
KO:K15397	M00415
KO:K15408	M00155
KO:K15422	M00131
KO:K15495	M00423
KO:K15496	M00423
KO:K15497	M00423
KO:K15551	M00435
KO:K15552	M00435
KO:K15553	M00436
KO:K15554	M00436
KO:K15555	M00436
KO:K15556	M00437
KO:K15557	M00437
KO:K15558	M00437
KO:K15576	M00438
KO:K15577	M00438
KO:K15578	M00438
KO:K15579	M00438
KO:K15580	M00439
KO:K15581	M00439
KO:K15582	M00439
KO:K15583	M00439
KO:K15584	M00440
KO:K15585	M00440
KO:K15586	M00440
KO:K15587	M00440
KO:K15598	M00442
KO:K15599	M00442
KO:K15600	M00442
KO:K15633	M00001
KO:K15633	M00002
KO:K15633	M00003
KO:K15634	M00001
KO:K15634	M00002
KO:K15634	M00003
KO:K15635	M00001
KO:K15635	M00002
KO:K15635	M00003
KO:K15680	M00109
KO:K15739	M00651
KO:K15744	M00097
KO:K15746	M00372
KO:K15747	M00372
KO:K15750	M00543
KO:K15751	M00544
KO:K15752	M00544
KO:K15753	M00544
KO:K15754	M00544
KO:K15755	M00544
KO:K15756	M00544
KO:K15757	M00537
KO:K15758	M00537
KO:K15759	M00131
KO:K15760	M00538
KO:K15761	M00538
KO:K15762	M00538
KO:K15763	M00538
KO:K15764	M00538
KO:K15765	M00538
KO:K15770	M00491
KO:K15771	M00491
KO:K15772	M00491
KO:K15778	M00114
KO:K15842	M00564
KO:K15849	M00040
KO:K15859	M00516
KO:K15862	M00156
KO:K15863	M00144
KO:K15864	M00529
KO:K15876	M00530
KO:K15877	M00529
KO:K15884	M00778
KO:K15885	M00778
KO:K15886	M00778
KO:K15886	M00783
KO:K15893	M00532
KO:K15916	M00001
KO:K15916	M00004
KO:K15916	M00114
KO:K15918	M00532
KO:K15919	M00532
KO:K15941	M00781
KO:K15942	M00781
KO:K15943	M00781
KO:K15944	M00781
KO:K15959	M00782
KO:K15960	M00782
KO:K15961	M00782
KO:K15963	M00782
KO:K15964	M00782
KO:K15965	M00782
KO:K15966	M00782
KO:K15967	M00782
KO:K15968	M00783
KO:K15969	M00783
KO:K15970	M00783
KO:K15971	M00783
KO:K15972	M00783
KO:K15974	M00701
KO:K15988	M00773
KO:K15989	M00773
KO:K15990	M00773
KO:K15991	M00773
KO:K15992	M00773
KO:K15993	M00773
KO:K15994	M00773
KO:K15995	M00773
KO:K15996	M00773
KO:K15997	M00774
KO:K16000	M00776
KO:K16001	M00776
KO:K16002	M00776
KO:K16003	M00776
KO:K16004	M00776
KO:K16005	M00776
KO:K16006	M00776
KO:K16007	M00775
KO:K16008	M00775
KO:K16009	M00775
KO:K16010	M00775
KO:K16011	M00114
KO:K16011	M00362
KO:K16041	M00542
KO:K16042	M00542
KO:K16054	M00034
KO:K16148	M00565
KO:K16149	M00565
KO:K16153	M00565
KO:K16157	M00174
KO:K16158	M00174
KO:K16159	M00174
KO:K16160	M00174
KO:K16161	M00174
KO:K16162	M00174
KO:K16171	M00044
KO:K16172	M00676
KO:K16176	M00563
KO:K16177	M00563
KO:K16178	M00563
KO:K16179	M00563
KO:K16190	M00014
KO:K16199	M00566
KO:K16200	M00566
KO:K16201	M00566
KO:K16202	M00566
KO:K16242	M00548
KO:K16243	M00548
KO:K16244	M00548
KO:K16245	M00548
KO:K16246	M00548
KO:K16249	M00548
KO:K16268	M00547
KO:K16269	M00547
KO:K16299	M00571
KO:K16300	M00571
KO:K16303	M00539
KO:K16304	M00539
KO:K16305	M00001
KO:K16306	M00001
KO:K16319	M00637
KO:K16320	M00637
KO:K16363	M00060
KO:K16363	M00083
KO:K16369	M00091
KO:K16370	M00001
KO:K16370	M00345
KO:K16593	M00573
KO:K16620	M00679
KO:K16621	M00679
KO:K16622	M00679
KO:K16683	M00683
KO:K16684	M00683
KO:K16685	M00683
KO:K16686	M00683
KO:K16687	M00683
KO:K16783	M00581
KO:K16784	M00581
KO:K16785	M00582
KO:K16786	M00582
KO:K16787	M00582
KO:K16790	M00679
KO:K16791	M00679
KO:K16792	M00433
KO:K16792	M00608
KO:K16793	M00433
KO:K16793	M00608
KO:K16797	M00678
KO:K16798	M00678
KO:K16799	M00678
KO:K16816	M00098
KO:K16820	M00683
KO:K16821	M00683
KO:K16822	M00683
KO:K16838	M00546
KO:K16839	M00546
KO:K16840	M00546
KO:K16842	M00546
KO:K16849	M00631
KO:K16850	M00631
KO:K16871	M00027
KO:K16881	M00114
KO:K16881	M00362
KO:K16905	M00224
KO:K16906	M00224
KO:K16907	M00224
KO:K16915	M00246
KO:K16916	M00583
KO:K16917	M00583
KO:K16918	M00584
KO:K16919	M00584
KO:K16920	M00584
KO:K16921	M00584
KO:K16923	M00582
KO:K16924	M00582
KO:K16925	M00582
KO:K16926	M00582
KO:K16927	M00582
KO:K16928	M00582
KO:K16929	M00582
KO:K16956	M00585
KO:K16957	M00585
KO:K16958	M00585
KO:K16959	M00585
KO:K16960	M00585
KO:K16961	M00586
KO:K16962	M00586
KO:K16963	M00586
KO:K17060	M00653
KO:K17061	M00653
KO:K17062	M00587
KO:K17063	M00587
KO:K17066	M00174
KO:K17069	M00021
KO:K17073	M00589
KO:K17074	M00589
KO:K17076	M00589
KO:K17100	M00344
KO:K17103	M00093
KO:K17202	M00590
KO:K17203	M00590
KO:K17204	M00590
KO:K17205	M00591
KO:K17206	M00591
KO:K17207	M00591
KO:K17208	M00592
KO:K17209	M00592
KO:K17210	M00592
KO:K17213	M00593
KO:K17214	M00593
KO:K17215	M00593
KO:K17216	M00609
KO:K17217	M00609
KO:K17222	M00595
KO:K17223	M00595
KO:K17224	M00595
KO:K17225	M00595
KO:K17226	M00595
KO:K17227	M00595
KO:K17234	M00602
KO:K17235	M00602
KO:K17236	M00602
KO:K17237	M00599
KO:K17238	M00599
KO:K17239	M00599
KO:K17240	M00599
KO:K17241	M00600
KO:K17242	M00600
KO:K17243	M00600
KO:K17244	M00601
KO:K17245	M00601
KO:K17246	M00601
KO:K17311	M00604
KO:K17312	M00604
KO:K17313	M00604
KO:K17314	M00604
KO:K17315	M00605
KO:K17316	M00605
KO:K17317	M00605
KO:K17318	M00603
KO:K17319	M00603
KO:K17320	M00603
KO:K17321	M00607
KO:K17322	M00607
KO:K17323	M00607
KO:K17324	M00607
KO:K17325	M00607
KO:K17326	M00619
KO:K17327	M00619
KO:K17328	M00619
KO:K17329	M00606
KO:K17330	M00606
KO:K17331	M00606
KO:K17398	M00035
KO:K17399	M00035
KO:K17450	M00030
KO:K17450	M00433
KO:K17454	M00692
KO:K17462	M00609
KO:K17463	M00061
KO:K17463	M00631
KO:K17464	M00610
KO:K17465	M00610
KO:K17466	M00610
KO:K17467	M00610
KO:K17475	M00786
KO:K17497	M00114
KO:K17534	M00688
KO:K17534	M00689
KO:K17716	M00362
KO:K17744	M00114
KO:K17755	M00555
KO:K17825	M00786
KO:K17826	M00786
KO:K17827	M00786
KO:K17828	M00051
KO:K17836	M00627
KO:K17836	M00628
KO:K17850	M00628
KO:K17865	M00373
KO:K17877	M00531
KO:K17900	M00098
KO:K17989	M00570
KO:K18020	M00309
KO:K18021	M00309
KO:K18022	M00309
KO:K18028	M00622
KO:K18029	M00622
KO:K18030	M00622
KO:K18062	M00673
KO:K18063	M00673
KO:K18065	M00693
KO:K18067	M00623
KO:K18068	M00623
KO:K18069	M00623
KO:K18072	M00654
KO:K18072	M00721
KO:K18072	M00745
KO:K18073	M00654
KO:K18073	M00721
KO:K18073	M00745
KO:K18074	M00624
KO:K18075	M00624
KO:K18076	M00624
KO:K18077	M00624
KO:K18087	M00543
KO:K18088	M00543
KO:K18089	M00547
KO:K18090	M00547
KO:K18093	M00745
KO:K18094	M00643
KO:K18095	M00643
KO:K18099	M00644
KO:K18102	M00630
KO:K18103	M00630
KO:K18104	M00700
KO:K18106	M00630
KO:K18107	M00630
KO:K18118	M00009
KO:K18118	M00011
KO:K18126	M00633
KO:K18127	M00309
KO:K18128	M00309
KO:K18129	M00643
KO:K18131	M00718
KO:K18138	M00647
KO:K18138	M00699
KO:K18138	M00718
KO:K18139	M00642
KO:K18139	M00643
KO:K18139	M00647
KO:K18139	M00718
KO:K18139	M00768
KO:K18140	M00696
KO:K18141	M00696
KO:K18142	M00696
KO:K18143	M00649
KO:K18143	M00655
KO:K18144	M00649
KO:K18144	M00655
KO:K18145	M00649
KO:K18146	M00649
KO:K18147	M00649
KO:K18209	M00620
KO:K18210	M00620
KO:K18216	M00635
KO:K18217	M00635
KO:K18218	M00667
KO:K18219	M00667
KO:K18227	M00539
KO:K18232	M00634
KO:K18233	M00634
KO:K18240	M00117
KO:K18242	M00638
KO:K18243	M00638
KO:K18248	M00637
KO:K18249	M00637
KO:K18251	M00636
KO:K18252	M00636
KO:K18253	M00636
KO:K18254	M00636
KO:K18255	M00636
KO:K18256	M00636
KO:K18279	M00786
KO:K18280	M00786
KO:K18281	M00786
KO:K18283	M00694
KO:K18284	M00034
KO:K18284	M00609
KO:K18293	M00419
KO:K18294	M00639
KO:K18295	M00639
KO:K18296	M00639
KO:K18297	M00641
KO:K18297	M00745
KO:K18298	M00641
KO:K18299	M00641
KO:K18300	M00641
KO:K18301	M00642
KO:K18302	M00642
KO:K18303	M00642
KO:K18304	M00644
KO:K18304	M00769
KO:K18305	M00644
KO:K18306	M00644
KO:K18307	M00644
KO:K18308	M00644
KO:K18315	M00675
KO:K18316	M00675
KO:K18317	M00675
KO:K18321	M00645
KO:K18322	M00645
KO:K18323	M00645
KO:K18324	M00646
KO:K18325	M00647
KO:K18344	M00651
KO:K18344	M00656
KO:K18345	M00651
KO:K18345	M00656
KO:K18346	M00651
KO:K18347	M00651
KO:K18348	M00652
KO:K18349	M00652
KO:K18349	M00657
KO:K18350	M00652
KO:K18350	M00657
KO:K18351	M00651
KO:K18351	M00658
KO:K18352	M00651
KO:K18352	M00658
KO:K18353	M00651
KO:K18354	M00651
KO:K18364	M00569
KO:K18365	M00569
KO:K18366	M00569
KO:K18368	M00039
KO:K18373	M00660
KO:K18374	M00660
KO:K18375	M00660
KO:K18376	M00660
KO:K18377	M00660
KO:K18378	M00660
KO:K18379	M00660
KO:K18380	M00660
KO:K18381	M00660
KO:K18385	M00661
KO:K18386	M00661
KO:K18387	M00661
KO:K18444	M00662
KO:K18472	M00082
KO:K18472	M00741
KO:K18473	M00082
KO:K18476	M00668
KO:K18480	M00669
KO:K18481	M00670
KO:K18513	M00746
KO:K18514	M00723
KO:K18532	M00049
KO:K18533	M00049
KO:K18533	M00052
KO:K18533	M00053
KO:K18534	M00112
KO:K18555	M00729
KO:K18556	M00173
KO:K18557	M00173
KO:K18558	M00173
KO:K18559	M00173
KO:K18560	M00173
KO:K18649	M00026
KO:K18649	M00114
KO:K18649	M00131
KO:K18766	M00627
KO:K18800	M00117
KO:K18806	M00678
KO:K18809	M00686
KO:K18810	M00692
KO:K18811	M00692
KO:K18812	M00692
KO:K18813	M00692
KO:K18824	M00126
KO:K18825	M00126
KO:K18851	M00089
KO:K18856	M00652
KO:K18859	M00009
KO:K18859	M00011
KO:K18860	M00009
KO:K18860	M00011
KO:K18860	M00374
KO:K18861	M00374
KO:K18861	M00375
KO:K18866	M00652
KO:K18887	M00706
KO:K18888	M00706
KO:K18889	M00707
KO:K18890	M00707
KO:K18891	M00708
KO:K18892	M00708
KO:K18898	M00697
KO:K18899	M00697
KO:K18900	M00698
KO:K18901	M00698
KO:K18902	M00698
KO:K18903	M00698
KO:K18904	M00699
KO:K18905	M00699
KO:K18906	M00700
KO:K18906	M00702
KO:K18906	M00704
KO:K18906	M00717
KO:K18907	M00700
KO:K18907	M00702
KO:K18908	M00705
KO:K18909	M00705
KO:K18924	M00712
KO:K18925	M00712
KO:K18926	M00715
KO:K18937	M00713
KO:K18938	M00714
KO:K18939	M00715
KO:K18940	M00716
KO:K18940	M00717
KO:K18941	M00716
KO:K18941	M00717
KO:K18974	M00126
KO:K18978	M00308
KO:K18978	M00633
KO:K18986	M00719
KO:K18987	M00719
KO:K18989	M00720
KO:K18990	M00720
KO:K18991	M00647
KO:K18992	M00647
KO:K19060	M00760
KO:K19077	M00725
KO:K19077	M00726
KO:K19077	M00730
KO:K19077	M00733
KO:K19078	M00725
KO:K19078	M00726
KO:K19078	M00730
KO:K19078	M00733
KO:K19079	M00730
KO:K19079	M00732
KO:K19080	M00730
KO:K19080	M00732
KO:K19081	M00734
KO:K19081	M00737
KO:K19082	M00734
KO:K19082	M00737
KO:K19083	M00731
KO:K19083	M00737
KO:K19084	M00731
KO:K19084	M00737
KO:K19102	M00736
KO:K19103	M00736
KO:K19104	M00736
KO:K19105	M00736
KO:K19106	M00736
KO:K19221	M00122
KO:K19222	M00116
KO:K19226	M00739
KO:K19227	M00739
KO:K19228	M00739
KO:K19229	M00739
KO:K19230	M00739
KO:K19243	M00004
KO:K19243	M00006
KO:K19268	M00740
KO:K19269	M00532
KO:K19280	M00740
KO:K19281	M00740
KO:K19282	M00012
KO:K19282	M00740
KO:K19309	M00747
KO:K19310	M00747
KO:K19312	M00741
KO:K19340	M00762
KO:K19341	M00762
KO:K19412	M00763
KO:K19416	M00742
KO:K19506	M00764
KO:K19507	M00764
KO:K19508	M00764
KO:K19509	M00764
KO:K19515	M00541
KO:K19516	M00541
KO:K19560	M00572
KO:K19561	M00572
KO:K19562	M00123
KO:K19563	M00123
KO:K19563	M00573
KO:K19563	M00577
KO:K19566	M00784
KO:K19567	M00784
KO:K19568	M00784
KO:K19569	M00784
KO:K19570	M00784
KO:K19575	M00765
KO:K19578	M00765
KO:K19585	M00767
KO:K19586	M00767
KO:K19587	M00767
KO:K19591	M00769
KO:K19592	M00768
KO:K19593	M00769
KO:K19594	M00768
KO:K19594	M00769
KO:K19595	M00768
KO:K19595	M00769
KO:K19609	M00770
KO:K19610	M00770
KO:K19616	M00771
KO:K19617	M00771
KO:K19634	M00630
KO:K19641	M00772
KO:K19661	M00772
KO:K19690	M00516
KO:K19691	M00516
KO:K19692	M00516
KO:K19723	M00785
KO:K19724	M00785
KO:K19725	M00785
KO:K19726	M00785
KO:K19727	M00785
KO:K19741	M00785
